REPORT_RECEIVED_DATE	IYEAR	REPORT_NUMBER	SUPPLEMENTAL_NUMBER	REPORT_TYPE	OPERATOR_ID	NAME	OPERATOR_STREET_ADDRESS	OPERATOR_CITY_NAME	OPERATOR_STATE_ABBREVIATION	OPERATOR_POSTAL_CODE	LOCAL_DATETIME	TIME_ZONE	DAYLIGHT_SAVINGS_IND	LOCATION_LATITUDE	LOCATION_LONGITUDE	COMMODITY_RELEASED_TYPE	COMMODITY_SUBTYPE	COMMODITY_DETAILS	UNINTENTIONAL_RELEASE_BBLS	INTENTIONAL_RELEASE_BBLS	RECOVERED_BBLS	FATALITY_IND	NUM_EMP_FATALITIES	NUM_CONTR_FATALITIES	NUM_ER_FATALITIES	NUM_WORKER_FATALITIES	NUM_GP_FATALITIES	FATAL	INJURY_IND	NUM_EMP_INJURIES	NUM_CONTR_INJURIES	NUM_ER_INJURIES	NUM_WORKER_INJURIES	NUM_GP_INJURIES	INJURE	ACCIDENT_IDENTIFIER	ACCIDENT_DETAILS	OPERATOR_TYPE	INCIDENT_IDENTIFIED_DATETIME	ON_OFF_SHORE	COMMUNICATION_STATE_FED_IND	PARTY_INITIATED_COMMUNICATION	INITIAL_RESPONDER_COM_DATETIME	ON_SITE_DATETIME	NRC_RPT_DATETIME	NRC_RPT_NUM	ADDITIONAL_NRC_REPORT_NUMBERS	IGNITE_IND	IGNITE_DATETIME	HOW_EXTINGUISHED	HOW_EXTINGUISHED_OTHER_DETAIL	PRODUCT_CONSUMED_BY_FIRE_BBLS	EXPLODE_IND	OIL_SPILL_RESP_PLAN_IND	OSRO_MOBILIZED_IND	OSRO_OPERATOR_NOTIFIED_DT	OSRO_ARRIVED_ON_SITE_DT	NUM_PUB_EVACUATED	ONSHORE_STATE_ABBREVIATION	ONSHORE_CITY_NAME	ONSHORE_COUNTY_NAME	FEDERAL	LOCATION_TYPE	CROSSING	BRIDGE_CROSSING_IND	BRIDGE_TYPE	RAILROAD_CROSSING_IND	RAILROAD_TYPE	ROAD_CROSSING_IND	ROAD_TYPE	WATER_CROSSING_IND	WATER_TYPE	WATER_NAME	WATER_DEPTH	WATER_SUBTYPE	YEAR_RECENT_ENG_EVALUATION	OFF_ACCIDENT_ORIGIN	OFFSHORE_STATE_ABBREVIATION	OFF_INSTATE_AREA	OFF_INSTATE_BLOCK	OFFSHORE_COUNTY_NAME	OCS_TYPE	OFF_OCS_AREA	OFF_OCS_BLOCK	ITEM_INVOLVED	PIPE_TYPE	JOINT_SUBTYPE	ITEM_INVOLVED_DETAILS	PIPE_DIAMETER	MATERIAL_INVOLVED	MATERIAL_DETAILS	PERCENT_PIPE_SMYS	CLASSIFICATION_PIPELINE_SYSTEM	WILDLIFE_IMPACT_IND	FISH_AQUATIC_IMPACT_IND	BIRDS_IMPACT_IND	TERRESTRIAL_IMPACT_IND	SOIL_CONTAMINATION	LONG_TERM_ASSESSMENT	REMEDIATION_IND	SURFACE_WATER_REMED_IND	GROUNDWATER_REMED_IND	SOIL_REMED_IND	VEGETATION_REMED_IND	WILDLIFE_REMED_IND	WATER_CONTAM_IND	OCEAN_SEAWATER_IND	SURFACE_CONTAM_IND	GROUNDWATER_CONTAM_IND	DRINKING_WATER_CONTAM_IND	PRIVATE_WELL_CONTAM_IND	PUBLIC_WATER_CONTAM_IND	AMOUNT_RELEASED_BBLS	REL_WATER_NAME	EST_COST_OPER_PAID	EST_COST_GAS_RELEASED	EST_COST_PROP_DAMAGE	EST_COST_EMERGENCY	EST_COST_ENVIRONMENTAL	EST_COST_OTHER	EST_COST_OTHER_DETAILS	PRPTY	NUM_PERSONS_HOSP_NOT_OVNGHT	NUM_INJURED_TREATED_BY_EMT	NUM_RESIDENT_BUILDING_AFFCTD	NUM_BUSINESS_BUILDING_AFFCTD	CAUSE	CAUSE_DETAILS	PREPARER_NAME	PREPARER_TITLE	PREPARER_EMAIL	PREPARER_TELEPHONE	PREPARER_FAX	LOCAL_CONTACT_NAME	LOCAL_CONTACT_EMAIL	LOCAL_CONTACT_TELEPHONE	NARRATIVE
9/13/2023	2023	20230079	38750	SUPPLEMENTAL FINAL	32099	ENERGY TRANSFER COMPANY	1300 MAIN STREET 	HOUSTON	TX	77002	8/16/2023 9:40	CENTRAL	YES	31.9424	-102.1172	CRUDE OIL			17		17	NO						0	NO						0	OTHER	THIRD PARTY PRODUCER		8/16/2023 9:40	ONSHORE	YES	OPERATOR	8/16/2023 13:30	8/16/2023 9:40		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	TX	MIDLAND	MIDLAND	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					OTHER			BALL VALVE		MATERIAL OTHER THAN CARBON STEEL	STAINLESS STEEL		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									7000	1275	2000	1000	58000	0		69275	0	0	0	0	EQUIPMENT FAILURE	"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL"	TODD NARDOZZI	DIRECTOR - REGULATORY COMPLIANCE	todd.nardozzi@energytransfer.com	713-989-7126					"ON 8/16/23 AT APPROXIMATELY 09:40, OPERATIONS DISCOVERED A FAILED VALVE ON THE PIG TRAP AT ENDEAVOR SOUTHWEST WHICH CAUSED A RELEASE OF APPROXIMATELY 17 BARRELS OF CRUDE OIL. PIONEER WEST GATHERING WAS SHUTDOWN AND ISOLATED BY THE CONTROL CENTER TO RELIEVE PRESSURE ON THE LINE SEGMENT. THE MAINLINE WAS ISOLATED BY SHUTTING OFF AT TUBB STATION TO REDUCE THE VOLUME OF PRODUCT BEING RELEASED.    CLEAN-UP CONTRACTOR REMOVED ALL RELEASED PRODUCT.      AN INVESTIGATION DETERMINED A FAILURE OF EQUIPMENT MATERIAL CAUSED THE VALVE TO SPLIT IN HALF AT THE SEAL WELD. THE VALVE WAS REPLACED AND THE LINE WAS RESTARTED AT 11:00.    WORKING WITH THE VALVE MANUFACTURER AND REVIEWING THEIR MATERIAL QA/QC PROCESS TO DETERMINE PREVENTATIVE MEASURES.     SUPPLEMENTAL REPORT - 11/4/23  CAUSE OF THE VALVE FAILURE WAS DETERMINED TO BE A MANUFACTURING DEFECT THAT CAUSED THE SEAL WELD FAILURE.  THE FAILED VALVE WAS A 1"" BALL VALVE MANUFACTURED BY QUADRANT.  THE PART NO., YEAR AND LOCATION OF MANUFACTURE WAS UNAVAILABLE.     VALVE WAS REPLACED WITH 1"" BALL VALVE MANUFACTURED BY KECKLEY, MODEL NO. BVS2THFCSRGSL, MANUFACTURED IN TAIWAN IN 2022."
9/13/2023	2023	20230078	38539	ORIGINAL FINAL	32099	ENERGY TRANSFER COMPANY	1300 MAIN STREET 	HOUSTON	TX	77002	8/15/2023 14:30	CENTRAL	YES	36.906616	-98.16638	CRUDE OIL			1		1	NO						0	NO						0	NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT			8/15/2023 14:30	ONSHORE	YES	LOCAL/STATE/FEDERAL EMERGENCY RESPONDER	8/16/2023 13:31	8/15/2023 22:00	8/16/2023 12:03	1376357	1376541	NO						YES	NO			0	OK	BYRON	ALFAFA	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			4	CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				NO	YES	YES	YES					YES		YES					1	UNNAMED POND	0	0	1000	12000	12000	0		25000	0	0	0	0	EXCAVATION DAMAGE	EXCAVATION DAMAGE BY THIRD PARTY	TODD NARDOZZI	DIRECTOR - REGULATORY COMPLIANCE	todd.nardozzi@energytransfer.com	713-989-7126					"ON 8/15/2023 AT APPROXIMATELY 14:30, A CONTRACTOR WORKING FOR LANDOWNER STRUCK THE PIPE1466 4-INCH LINE WHILE CLEARING BANKS OF AN UNNAMED POND WITH A TRACK HOE. A ONE-CALL HAD NOT BEEN PLACED. THE LINE WAS IDLE AT THE TIME OF THE ACCIDENT.     APPROXIMATELY, 1 BARREL OF CRUDE OIL WAS RELEASED INTO AN UNNAMED POND.  BOOM WAS DEPLOYED ON THE POND CONFINING OIL TO THE SW CORNER AND A VAC TRUCK WAS USED TO SKIM OIL OFF THE TOP. ALL FREE PRODUCT WAS CLEANED-UP.     THE LINE WAS CUT AND CAPPED. ONE-CALL/DAMAGE PREVENTION PERSONNEL CONTACTING THIRD PARTY CONTRACTOR TO PREVENT A REOCCURRENCE."
8/30/2023	2023	20230073	38477	ORIGINAL	39589	"STATELINE CRUDE, LLC"	16211 LA CANTERA PARKWAY SUITE 202	SAN ANTONIO	TX	78256	8/15/2023 7:00	CENTRAL	YES	31.973375	-103.756211	CRUDE OIL			3		3	NO						0	NO						0	GROUND PATROL BY OPERATOR OR ITS CONTRACTOR		OPERATOR EMPLOYEE	8/15/2023 7:00	ONSHORE	NO			8/15/2023 10:00		NRC NOTIFICATION NOT REQUIRED		NO						NO	YES	8/15/2023 7:30	8/16/2023 7:00	0	TX	MENTONE	LOVING	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			4.5	CARBON STEEL		4.6	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	240	5000	0	15000	0		20240	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	JON HOFFMAN	SR. MANAGER ESG AND REGULATORY	jhoffman@howardep.com	2102982229		GARY VAUGHN	gvaughn@howardep.com		"ON 8/15/23 PIPELINE OPERATOR DISCOVERED A SMALL LEAK ON THE LINDSAY 9-4 INJECTION LINE WHILE PERFORMING A ROW INSPECTION. THE OPERATOR ISOLATED THE LINE AND CONTACTED HIS SUPERVISOR. STANDING OIL ON GROUND WAS CLEANED UP THE SAME DAY, SOIL REMEDIATION WAS COMPLETED 8/16/23. THE LEAK WAS CAUSED BY INTERNAL CORROSION, THE PIPE THAT FAILED IS BEING TESTED TO DETERMINE WHAT CHEMICALS WE CAN USE TO PREVENT THIS FROM HAPPENING IN THE FUTURE."
8/30/2023	2023	20230072	38604	SUPPLEMENTAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	8/9/2023 18:30	CENTRAL	YES	33.4677	-102.57918	CRUDE OIL			1		1	NO						0	NO						0	OTHER	THIRD PARTY OPERATOR		8/9/2023 18:30	ONSHORE	NO			8/9/2023 14:00		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	SUNDOWN	HOCKLEY	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		1.5	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	50	1000	5000	1000	0		7050	0	0	0	0	CORROSION FAILURE	EXTERNAL CORROSION	Y-VAN TY	SENIOR DOT COMPLIANCE SPECIALIST	yvan.ty@energytransfer.com	713-989-7895					"ON AUGUST 9, 2023, THE CENTURION PIPELINE, L.P. (CPL) CONTROL CENTER WAS NOTIFIED OF A POTENTIAL LEAK BY A THIRD PARTY OPERATOR AT 1:42 PM. OPERATIONS PERSONNEL WAS DISPATCHED AND ARRIVED ON-SITE AT 2:00PM. FOLLOWING EXCAVATION, THE LEAK WAS CONFIRMED ON CPL'S 6-INCH ""NORTH MALLET"" GATHERING SYSTEM LOCATED NEAR SUNDOWN, TEXAS IN HOCKEY COUNTY, TEXAS AT 6:30 PM. ONE (1) BARREL OF CRUDE OIL WAS RELEASED AND RECOVERED DURING THE PROCESS. CPL HAS REMEDIATED THE CONTAMINATED SOIL ON SITE. NO INJURIES, FATALITIES OR FIRES WERE ASSOCIATED WITH THIS INCIDENT. TEMPORARY REPAIRS WERE COMPLETE AND PLANS ARE IN PLACE TO MAKE PERMANENT REPAIRS AND REMOVE THE FAILURE SITE. CPL'S INVESTIGATION IS STILL PENDING AND A SUPPLEMENTAL REPORT WILL FOLLOW UPON COMPLETION OF THE INVESTIGATION. THE SUPPLEMENTAL REPORT WILL INCLUDE THE ROOT CAUSE OF THE ACCIDENT, UPDATES TO COST, IF APPLICABLE AND ASSOCIATED P&M MEASURE(S).    SUPPLEMENTAL REPORT FILED SEPTEMBER 28, 2023:  DURING THE ROOT CAUSE ANALYSIS, IT WAS DETERMINED EXTERNAL CORROSION RESULTED IN THROUGH-WALL PIT ON THE PIPE. NO FURTHER ACTIONS ARE REQUIRED. ASSOCIATED TEXAS RAILROAD COMMISSION INCIDENT NUMBER IS 2907. (INCI-2907)"
9/3/2023	2023	20230075	38496	ORIGINAL	31878	BRIDGER PIPELINE LLC	455 N. POPLAR ST. 	CASPER	WY	82602	8/3/2023 11:30	MOUNTAIN	YES	47.3845	-103.49133	CRUDE OIL			100		100	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	8/3/2023 11:30	ONSHORE	YES	OPERATOR	8/3/2023 14:47	8/3/2023 11:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	ND	NOT IN A MUNICIPALITY	MCKENZIE COUNTY	YES	PIPELINE RIGHT-OF-WAY	YES					YES	UNCASED															PIPE	PIPE BODY			6	CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	8000	0	18590	0	0		26590	0	0	0	0	EXCAVATION DAMAGE	EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY)	KEVIN PENA	PIPELINE COMPLIANCE COORDINATOR	kevin.pena@truecos.com	4069393133					"ON THE MORNING OF AUGUST 3RD AT APPROXIMATELY 11:30 AM, OUR CONTRACTOR LOENBRO PIPELINE HAD A LINE STRIKE WHILE EXCAVATING OUR ERRMUZ-13 LATERAL IN THE ROUGHRIDER GATHERING FIELD.  AS OPERATIONS WERE ALREADY ON SITE, THE RELEASED PRODUCT WAS CONTAINED WITHIN THE BELL HOLE AND HYDROVAC OPERATIONS TO REMOVE THE PRODUCT WERE INITIATED IMMEDIATELY.  THE PIPE WAS CLAMPED OFF IN ORDER TO PREVENT FURTHER PRODUCT LOST.  FREE PRODUCT THAT WAS SUCCESSFULLY RECOVERED FROM THE SITE WAS REINJECTED INTO THE SYSTEM, AND CONTAMINATED DIRT WAS REMOVED FROM THE SITE AND DISPOSED OF IN ACCORDANCE WITH NDDEQ RULES.    *SOIL EXCAVATION AND REPLACEMENT IS STILL ONGOING, AND AS SUCH, FINALIZED COSTS AND A MORE COMPLETE NARRATIVE WILL BE SUBMITTED ON A SUPPLEMENTAL/FINAL REPORT AS SOON AS THAT INFORMATION IS AVAILABLE."
8/31/2023	2023	20230074	38484	ORIGINAL FINAL	300	"PLAINS PIPELINE, L.P."	"333 CLAY STREET, SUITE 1900  "	HOUSTON	TX	77002	8/1/2023 20:00	CENTRAL	YES	31.5724	-102.2505	CRUDE OIL			4		4	NO						0	NO						0	"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)"			8/1/2023 23:45	ONSHORE	NO			8/2/2023 0:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	NOT WITHIN A MUNICIPALITY	UPTON	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					OTHER			NIPPLE FITTING		CARBON STEEL		0.17	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									3000	330	3093	9540	0	0		15963	0	0	0	0	EQUIPMENT FAILURE	THREADED CONNECTION/COUPLING FAILURE	NICOLAS A GONZALEZ	HSE REGULATORY COMPLIANCE SUPERVISOR	nicolas.gonzalez@plains.com	7136464376		NICOLAS A GONZALEZ	nicolas.gonzalez@plains.com	7136464376	"APPROXIMATELY 4 BARRELS OF CRUDE OIL WERE RELEASED FROM A NIPPLE ON A PIT DEVICE CONNECTED TO THE SWEETIE PECK TO CRANE WEST 8"" PIPELINE.  THE DATE AND TIME OF THE RELEASE (PART A Q4) IS INDICATIVE OF THE EARLIEST POSSIBLE TIME THE RELEASE COULD HAVE STARTED BASED ON CONTROL CENTER INFORMATION.  THE CAUSE OF THE RELEASE IS ATTRIBUTED TO EQUIPMENT FAILURE AS A RESULT OF A THREADED CONNECTION/COUPLING FAILURE LIKELY DUE TO VIBRATION.  TO PREVENT FUTURE INCIDENTS, THE NUMBER OF FITTINGS WAS REDUCED, LIMITING VIBRATION ON THE PIT DEVICE CONNECTED TO THE PIPELINE."
8/22/2023	2023	20230070	38591	SUPPLEMENTAL FINAL	15851	"DELEK MARKETING AND SUPPLY, LP"	12700 PARK CENTRAL DRIVE SUITE 700	DALLAS	TX	75251	7/24/2023 11:29	CENTRAL	YES	32.427021	-102.093133	CRUDE OIL			5		5	NO						0	NO						0	NOTIFICATION FROM PUBLIC			7/24/2023 11:48	ONSHORE	NO			7/24/2023 13:22		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	TX	TARZAN	MARTIN	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			3/8-INCH TUBING & 1-INCH THREADED VALVE		MATERIAL OTHER THAN CARBON STEEL	STAINLESS STEEL		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									10000	39	6126	10000	0	0	N/A	26165	0	0	0	0	EQUIPMENT FAILURE	DEFECTIVE OR LOOSE TUBING OR FITTING	NATHANAEL FOLDS	REGULATORY COMPLIANCE COORDINATOR	nathanael.folds@deleklogistics.com	3256685887		ALONSO RODRIGUEZ	alonso.rodriguez@deleklogistics.com	8063363650	"THE OPERATION CONTROL CENTER (OCC) WAS NOTIFIED ABOUT A RELEASE AT THE GUARDIAN PEAK INJECTION PUMP SITE. OPERATOR ARRIVED ON-SITE AND OBSERVED APPROXIMATELY 5 BARRELS OF CRUDE OIL WERE RELEASED TO THE GROUND. THE RELEASE ORIGINATED FROM A 1-INCH THREADED DRAIN VALVE AND A 3/8-INCH TUBING LINE DISCONNECTING FROM THE PRESSURE TRANSMITTER. THERE WERE NO INJURIES, AND THE SITE WAS CLEANED UP AND REPAIRED PROMPTLY. INVESTIGATION FINDINGS INDICATE THE 3/8-INCH TUBING LINE WAS NOT INSTALLED CORRECTLY CAUSING IT TO DISCONNECT FROM THE PRESSURE TRANSMITTER.  IT IS SUSPECTED THE TUBING INSERTION DEPTH INTO THE FEMALE NPT FITTING WAS INADEQUATE OR MISALIGNED PRIOR TO COMMISSIONING. THIS RESULTED IN THE TUBING LINE SHEARING INSIDE THE COMPRESSION FITTING, CAUSING IT TO DISCONNECT FROM THE PRESSURE TRANSMITTER, LEADING TO THE RELEASE OF CRUDE OIL. THE 1-INCH THREADED DRAIN VALVE WAS A VERY MINOR SOURCE OF THE RELEASE. THE GUARDIAN PEAK INJECTION PUMP SKID DESIGN DOCUMENTS SPECIFIED THE USE OF SINGLE-PIECE CONSTRUCTION BALL VALVES TO BE INSTALLED AS VENTS AND DRAINS. THE SKID WAS DELIVERED WITH THREE-PIECE THREADED BALL VALVES INSTEAD. THE 1-INCH THREADED DRAIN VALVE DISPLAYED EARLY SIGNS OF FAILURE WHEN IT EXPERIENCED A SMALL LEAK ON THE SUCTION SIDE OF THE VALVE. TO PREVENT REOCCURRENCE, THE 3/8-INCH TUBING LINE WAS REMOVED FROM THE PRESSURE TRANSMITTER, AND THE PRESSURE TRANSMITTER WAS INSTALLED ON TOP OF THE PIPE. DELEK HAS REPLACED TWENTY-THREE (23) 1-INCH THREADED BALL VALVES WITH NEW SINGLE-PIECE CONSTRUCTION BALL VALVES. ADDITIONALLY, DELEK WILL DEVELOP AND IMPLEMENT TRAINING THAT INCLUDES THE REQUIREMENT TO DETACH PROCESS TUBING AND INSPECT FITTINGS AND INSERTION DEPTH ON UNITS PRIOR TO COMMISSIONING."
8/9/2023	2023	20230067	38368	ORIGINAL FINAL	30829	ENTERPRISE CRUDE PIPELINE LLC	1100 LOUISIANA STREET 	HOUSTON	TX	77002	7/18/2023 8:20	CENTRAL	YES	31.74613	-101.934	CRUDE OIL			1		1	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	7/18/2023 8:20	ONSHORE	NO			7/18/2023 8:20		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	N/A	MIDLAND	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					PIPE	PIPE BODY			1	CARBON STEEL		0.27	REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									0	75	6500	3600	0	0		10175	0	0	0	0	MATERIAL FAILURE OF PIPE OR WELD	"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED"	YAROSLAV BIL	PIPELINE COMPLIANCE ENGINEER	ybil@eprod.com	713-381-5650		YAROSLAV BIL	ybil@eprod.com	713-381-5650	"ON 7/18/2023 AT 8:20 AM CDT, WHILE MAKING STATION ROUNDS, ENTERPRISE PIPELINE TECHNICIAN LOCATED CRUDE OIL RELEASE COMING FROM A CRACKED SOC-O-LET WELD ON 1 INCH RELIEF PIPE AT CHEVRON CMC 17 STATION. AFFECTED PIPE SPOOL WAS ISOLATED, REMOVED, REPAIRED, AND RETURNED BACK TO SERVICE."
8/24/2023	2023	20230071	38448	ORIGINAL FINAL	300	"PLAINS PIPELINE, L.P."	"333 CLAY STREET, SUITE 1900  "	HOUSTON	TX	77002	7/17/2023 11:00	CENTRAL	YES	32.71556	-103.90008	CRUDE OIL			2.1		2.1	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	7/25/2023 16:27	ONSHORE	NO			7/25/2023 16:27		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	NM	ARTESIA	EDDY	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			8	CARBON STEEL		0.39	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	150	15000	15000	0	0		30150	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	NICOLAS A GONZALEZ	HSE REGULATORY COMPLIANCE SUPERVISOR	nicolas.gonzalez@plains.com	7136464376		NICOLAS A GONZALEZ	nicolas.gonzalez@plains.com	7136464376	"APPROXIMATELY 2.1 BARRELS OF CRUDE OIL WERE RELEASED FROM THE A1 MAIN 1 8INCH PIPELINE.  THE DATE AND TIME OF THE RELEASE (PART A Q4) IS INDICATIVE OF THE EARLIEST POSSIBLE TIME THE RELEASE COULD HAVE STARTED, AS IT WAS THE LAST TIME THE RIGHT OF WAY HAD BEEN INSPECTED VIA AERIAL PATROL AND CONFIRMED TO BE NO RELEASE OF CRUDE OIL.  THE APPARENT CAUSE OF THE RELEASE IS ATTRIBUTED TO INTERNAL CORROSION.  TO PREVENT FUTURE INCIDENTS, PLAINS HAS RUN A SMART TOOL TO CONFIRM THE INTEGRITY OF THE LINE AND IS EVALUATING THE APPLICATION OF CORROSION INHIBITORS."
8/17/2023	2023	20230069	38420	ORIGINAL FINAL	40149	MPLX LP	1515 ARAPAHOE STREET SUITE 1600	DENVER	CO	80202	7/17/2023 10:30	MOUNTAIN	NO	32.14016	-103.61444	CRUDE OIL			0.2		0.2	NO						0	NO						0	NOTIFICATION FROM PUBLIC			7/17/2023 10:35	ONSHORE	NO			7/17/2023 10:35		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	NM	JAL	LEA	YES	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					"JOINT, INCLUDING HEAT-AFFECTED ZONE"		FILLET JOINT			CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	20	1687	0	250	0		1957	0	0	0	0	MATERIAL FAILURE OF PIPE OR WELD	"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED"	KEITH NORRIS	PIPELINE COMPLIANCE	wknorris@mplx.com	15053600834		TONY MINUTILLO	tminutillo@mplx.com	3034893275	"JULY 17 @ 10:30 MT THE CONTROL ROOM OPERATOR RECEIVED A CALL ON THE EMERGENCY LINE ABOUT A LEAKING VALVE WITH PRODUCT SPRAYING FROM IT AT CTB 127. THE LACT WAS DISARMED AND SHUT DOWN UNTIL LOCAL OPERATIONS CONFIRMED THE SPILL AND THE SOURCE OF THE LEAK.    JULY 17 @ 10:35 MT THE OPERATOR ARRIVED ON LOCATION TO FIND A 1 1/2"" PIPE NIPPLE HAD CRACKED NEXT TO THE WELD. THE ROOT CAUSE WAS VIBRATION.   JULY 17 @ 11:00 MT THE FACILITY WAS PUT BACK ONLINE."
8/9/2023	2023	20230068	38394	SUPPLEMENTAL FINAL	40149	MPLX LP	1515 ARAPAHOE STREET SUITE 1600	DENVER	CO	80202	7/14/2023 5:30	MOUNTAIN	YES	32.14016	-103.61444	CRUDE OIL			7.5		7.5	NO						0	NO						0	NOTIFICATION FROM PUBLIC			7/14/2023 6:10	ONSHORE	NO			7/14/2023 6:10		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	NM	JAL	LEA	YES	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					OTHER			"TRV TEST PORT 1"" THREADS"		CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									0	580	40	0	110707	0		111327	0	0	0	0	EQUIPMENT FAILURE	THREADED CONNECTION/COUPLING FAILURE	KEITH NORRIS	PIPELINE COMPLIANCE	wknorris@mplx.com	15053600834		TONY MINUTILLO	tminutillo@mplx.com	3034893275	"ON JULY 14 AT 5:30 CENTRAL TIME, EOG OPERATIONS NOTIFIED THE CONTROL ROOM POC OF A RELEASE AT THE WELL SITE.  THE WELL SITE WAS IMMEDIATELY SHUT DOWN AND ISOLATED.  THE ON-CALL OPERATOR ARRIVED ONSIGHT AT 6:20 AND ISOLATED THE LEAK.  THE RELEASE POINT WAS AT 1"" TREADED NIPPLE BELOW THE THERMAL RELIEF VALVE.THE 1"" NIPPLE CRACKED IN THE TREADS DUE TO VIBRATION.  THE NIPPLE WAS REPLACED WITH A PLUG AFTER THE BROKEN NIPPLE WAS REMOVED AND THE SITE WAS BROUGHT ONLINE."
